condition,text_branch,field,comparison,metric,param,target_proposal_uid,target_cohort,n_human_reviews,human_value,ai_value,paired_diff
baseline,rephrased,whole,human_vs_claude,effective_rank,,y2::9,,4,2.8337900393864954,2.797344255560873,0.03644578382562225
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::1,,4,1.0,0.9,0.09999999999999998
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::10,,4,1.0,0.0,1.0
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::11,,4,1.0,0.9,0.09999999999999998
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::12,,4,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::2,,3,1.0,0.19999999999999998,0.8
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::3,,4,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::4,,4,1.0,0.6,0.4
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::5,,4,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::6,,4,1.0,0.0,1.0
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::7,,4,1.0,0.65,0.35
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::8,,5,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y1::9,,3,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::1,,3,1.0,0.39999999999999997,0.6000000000000001
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::10,,3,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::11,,4,1.0,0.9,0.09999999999999998
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::2,,3,1.0,0.8333333333333333,0.16666666666666674
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::3,,4,1.0,0.6,0.4
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::4,,2,1.0,0.0,1.0
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::5,,4,1.0,0.75,0.25
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::6,,4,1.0,0.65,0.35
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::7,,4,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::8,,3,1.0,0.9666666666666666,0.03333333333333344
baseline,rephrased,whole,human_vs_claude,coverage_geometric,k=panel_adaptive,y2::9,,4,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y1::1,,4,-0.6678666881303238,-0.6514034599924041,-0.016463228137919672
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y1::10,,4,-0.6637440728390298,-0.6309919471175791,-0.0327521257214507
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y1::11,,4,-0.6595576774983957,-0.6439758999924942,-0.015581777505901506
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y1::12,,4,-0.6577218656449035,-0.6502881668597176,-0.00743369878518596
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y1::2,,3,-0.5195890201478753,-0.4993234224309422,-0.020265597716933148
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y1::3,,4,-0.6572792249706445,-0.6523485676178351,-0.004930657352809398
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y1::4,,4,-0.6704896029404469,-0.6267993366016978,-0.04369026633874906
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y1::5,,4,-0.6564031965080059,-0.6419224586558787,-0.014480737852127223
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y1::6,,4,-0.6663370138096391,-0.6414714827478847,-0.024865531061754376
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y1::7,,4,-0.6620750228851223,-0.6435040939865223,-0.018570928898600014
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y1::8,,5,-0.7623340170696689,-0.7540557649915519,-0.008278252078116943
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y1::9,,3,-0.5124706009770809,-0.5025210370759993,-0.009949563901081593
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y2::1,,3,-0.5211216978789993,-0.506537991215042,-0.014583706663957363
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y2::10,,3,-0.5091290772798275,-0.5043341372979835,-0.004794939981843993
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y2::11,,4,-0.6619611730967743,-0.6333625401698474,-0.02859863292692688
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y2::2,,3,-0.5156084899942462,-0.496985741270755,-0.018622748723491234
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y2::3,,4,-0.662823318916663,-0.6458941543095726,-0.016929164607090375
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y2::4,,2,-0.324063380646721,-0.31044865682350953,-0.013614723823211494
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y2::5,,4,-0.6642984009538345,-0.6492541448606276,-0.01504425609320692
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y2::6,,4,-0.664812464301137,-0.641509557852244,-0.0233029064488931
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y2::7,,4,-0.6598718019870099,-0.642327503614541,-0.017544298372468847
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y2::8,,3,-0.5170860332623062,-0.4995815321024045,-0.017504501159901653
baseline,rephrased,whole,human_vs_claude,vendi_slope,q=0..2,y2::9,,4,-0.6585380630125129,-0.6407595450647947,-0.01777851794771823
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::1,,4,0.0,0.0010319043657885866,-0.0010319043657885866
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::10,,4,0.0,0.0,0.0
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::11,,4,0.0,0.003404819958337066,-0.003404819958337066
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::12,,4,0.0,0.007647870883220209,-0.007647870883220209
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::2,,3,0.0,0.004933846237847213,-0.004933846237847213
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::3,,4,0.0,0.010302331644642873,-0.010302331644642873
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::4,,4,0.0,0.005220822847235851,-0.005220822847235851
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::5,,4,0.0,0.0029867102071868823,-0.0029867102071868823
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::6,,4,0.0,0.0003929502481605021,-0.0003929502481605021
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::7,,4,0.0,0.004044492483339239,-0.004044492483339239
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::8,,5,0.0,0.006536385786055436,-0.006536385786055436
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y1::9,,3,0.0,0.00473043504664384,-0.00473043504664384
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::1,,3,0.0,0.0009801111298133,-0.0009801111298133
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::10,,3,0.0,0.0034729439372513118,-0.0034729439372513118
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::11,,4,0.0,0.0,0.0
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::2,,3,0.0,0.004200190327926614,-0.004200190327926614
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::3,,4,0.0,0.004551795092968305,-0.004551795092968305
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::4,,2,0.0,0.003903992200576753,-0.003903992200576753
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::5,,4,0.0,0.0005501128979312018,-0.0005501128979312018
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::6,,4,0.0,0.0,0.0
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::7,,4,0.0,0.003320721467922319,-0.003320721467922319
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::8,,3,0.0,0.00010968677009146146,-0.00010968677009146146
baseline,rephrased,whole,human_vs_claude,ripley_excess,r=panel_q01_q50,y2::9,,4,0.0,0.005561400618609512,-0.005561400618609512
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y1::1,,4,1.1555645892362856,1.28398602914644,-0.12842143991015442
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y1::10,,4,1.1768583384978224,1.2560833606721897,-0.07922502217436733
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y1::11,,4,1.1996512268139141,1.2903740113344837,-0.09072278452056959
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y1::12,,4,1.2075245064343578,1.2092224963287612,-0.0016979898944033955
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y1::2,,3,1.1653140265200586,1.2378373003874965,-0.07252327386743795
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y1::3,,4,1.2103578354016968,1.2000232066752095,0.010334628726487383
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y1::4,,4,1.1398497848655054,1.2600946021574195,-0.12024481729191416
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y1::5,,4,1.2144128706467583,1.2665576178894802,-0.05214474724272189
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y1::6,,4,1.163541437340109,1.2896790258176136,-0.12613758847750467
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y1::7,,4,1.1852096401723362,1.2753198208972072,-0.09011018072487098
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y1::8,,5,1.256735650113759,1.2605689293371252,-0.0038332792233661817
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y1::9,,3,1.197868511938864,1.2019851458833304,-0.004116633944466486
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y2::1,,3,1.1584255519080622,1.221483584651778,-0.0630580327437158
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y2::10,,3,1.213534367413194,1.2157447146919895,-0.0022103472787955436
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y2::11,,4,1.1852696414292405,1.288105115414874,-0.10283547398563342
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y2::2,,3,1.1845392406663662,1.2494010823126045,-0.06486184164623832
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y2::3,,4,1.1824650038765467,1.2129229312990162,-0.030457927422469444
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y2::4,,2,1.1136952587731195,1.1504438036536992,-0.03674854488057977
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y2::5,,4,1.1746204228862689,1.2743137585018984,-0.09969333561562954
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y2::6,,4,1.1704228440718982,1.2799179278070478,-0.1094950837351496
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y2::7,,4,1.1951259428016479,1.2423613637385764,-0.04723542093692856
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y2::8,,3,1.1756528351144286,1.2503022200880183,-0.07464938497358964
baseline,rephrased,whole,human_vs_gemini,vendi,q=1,y2::9,,4,1.2030478369979642,1.2663553426937082,-0.06330750569574395
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y1::1,,4,2.9699940492965724,2.645822099570067,0.3241719497265052
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y1::10,,4,2.8357933275312353,2.6088090344694757,0.2269842930617596
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y1::11,,4,2.9567889661512305,2.6246936522092676,0.3320953139419629
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y1::12,,4,2.720645889980325,2.8319051855779884,-0.11125929559766323
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y1::2,,3,1.9340487676408102,1.8275243623229254,0.10652440531788487
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y1::3,,4,2.788157969612927,2.8201798956262127,-0.032021926013285906
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y1::4,,4,2.6486803424103207,2.5876563158072785,0.06102402660304218
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y1::5,,4,2.7498383626836915,2.7546403042780248,-0.0048019415943332255
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y1::6,,4,2.9171708721251126,2.6971065870993955,0.22006428502571707
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y1::7,,4,2.7817115453567554,2.8028210379203515,-0.021109492563596177
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y1::8,,5,3.540508173931088,3.459565412916892,0.0809427610141964
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y1::9,,3,1.843461652268884,1.8575965510465011,-0.014134898777617089
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y2::1,,3,1.994813158212428,1.9347404649738895,0.06007269323853848
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y2::10,,3,1.8658613088833176,1.9738805095900613,-0.10801920070674376
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y2::11,,4,2.6811209741992,2.7097366196677357,-0.02861564546853579
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y2::2,,3,1.966140056489255,1.833170648891223,0.1329694075980321
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y2::3,,4,2.957357889658197,2.823098698102398,0.1342591915557989
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y2::5,,4,2.9561801231305997,2.440242737458181,0.5159373856724185
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y2::6,,4,2.7211358495817097,2.695215127170508,0.02592072241120169
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y2::7,,4,2.5447333176402243,2.3346950145694634,0.21003830307076088
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y2::8,,3,1.7826106985860486,1.954758796291724,-0.17214809770567552
baseline,rephrased,whole,human_vs_gemini,participation_ratio,,y2::9,,4,2.7027655496998,2.814679900369928,-0.11191435067012767
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y1::1,,4,2.984885077528934,2.7992123852392625,0.18567269228967165
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y1::10,,4,2.9133031576652733,2.7894385064214715,0.12386465124380175
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y1::11,,4,2.977612407810832,2.787083624257092,0.1905287835537397
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y1::12,,4,2.8528974854974987,2.9056833090719403,-0.052785823574441615
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y1::2,,3,1.9659958071296253,1.9019231771862775,0.06407262994334784
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y1::3,,4,2.891785254465553,2.9074517678220575,-0.015666513356504375
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y1::4,,4,2.813580121085747,2.772881298407376,0.040698822678371105
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y1::5,,4,2.86021946122833,2.8727413198650256,-0.012521858636695526
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y1::6,,4,2.958516401428104,2.839041937160631,0.11947446426747321
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y1::7,,4,2.8766026860390257,2.892216091971664,-0.015613405932638269
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y1::8,,5,3.737021394578725,3.7065035698903226,0.030517824688402584
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y1::9,,3,1.915669532609165,1.9213657494713416,-0.005696216862176584
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y2::1,,3,1.9974003987505193,1.9661433099665786,0.031257088783940734
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y2::10,,3,1.9285300635747593,1.9866460122200287,-0.058115948645269366
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y2::11,,4,2.8322835317399986,2.8378369561298467,-0.005553424389848072
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y2::2,,3,1.982803054619822,1.9024533641713959,0.08034969044842621
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y2::3,,4,2.97836589841131,2.9085487086012916,0.06981718981001839
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y2::4,,2,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y2::5,,4,2.9771574085608865,2.671668811578445,0.3054885969824417
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y2::6,,4,2.8427499166948618,2.83404145614215,0.008708460552711905
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y2::7,,4,2.7565785605875477,2.6024462247678897,0.15413233581965802
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y2::8,,3,1.8792413435960444,1.9764964494069326,-0.09725510581088814
baseline,rephrased,whole,human_vs_gemini,effective_rank,,y2::9,,4,2.8337900393864954,2.9029566141991356,-0.06916657481264021
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::1,,4,1.0,0.65,0.35
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::10,,4,1.0,0.9,0.09999999999999998
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::11,,4,1.0,0.85,0.15000000000000002
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::12,,4,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::2,,3,1.0,0.39999999999999997,0.6000000000000001
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::3,,4,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::4,,4,1.0,0.65,0.35
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::5,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::6,,4,1.0,0.65,0.35
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::7,,4,1.0,0.95,0.050000000000000044
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::8,,5,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y1::9,,3,1.0,0.9666666666666666,0.03333333333333344
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::1,,3,1.0,0.4,0.6
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::10,,3,1.0,1.0,0.0
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::11,,4,1.0,0.65,0.35
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::2,,3,1.0,0.6333333333333334,0.3666666666666666
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::3,,4,1.0,0.9,0.09999999999999998
baseline,rephrased,whole,human_vs_gemini,coverage_geometric,k=panel_adaptive,y2::4,,2,1.0,0.55,0.44999999999999996
